Url,Name,Address,Phone,Latitude,Longitude,Category,Price,RatingAverage,TotalReviews
https://www.yelp.it/biz/al-111-bari-2,'Al 111','Corso Vittorio Emanuele II 111 70122 Bari','080 2370669',?,?,'Pizzerie; Piatti a base di pesce; Cucina italiana',1,4,2
https://www.yelp.it/biz/castello-svevo-bari,'Castello Svevo','Corso Antonio de Tullio 1 70122 Bari','080 5286261',?,?,'Musei; Castelli; Monumenti/Luoghi storici e d interesse',2,3,3
https://www.yelp.it/biz/dickens-inn-bari,'Dickens’ Inn','Via Demetrio Marin 37 70125 Bari','338 2135506',?,?,'Irish pub',4,3.5,3
https://www.yelp.it/biz/emozioni-di-gusto-bari,'Emozioni di Gusto','Via Adriatica 170 70128 Bari','071 781170',?,?,'Cocktail bar; Caffetteria',2,5,1
https://www.yelp.it/biz/bacco-bari,Bacco,'Corso Vittorio Emanuele II 126 70122 Bari','080 5275871',?,?,'Cucina italiana',3,4.5,2
https://www.yelp.it/biz/opera-bari,Opera,'Via Nicolò Piccinni 151 70122 Bari','340 1774153',?,?,'Piatti a base di pesce; Cucina pugliese',null,3,2
https://www.yelp.it/biz/sushitao-bari,Sushitao,'Via Giulio Petroni 69C 70124 Bari','080 2082088',?,?,'Cucina giapponese; Sushi bar',2,3,2
'https://www.yelp.it/biz/tiffany-caff\%C3\%A8-bari','Tiffany Caffè','Via Argiro 137 70121 Bari','080 5232447',?,?,'Bar; Caffè',2,3,2
https://www.yelp.it/biz/panificio-magda-bari,'Panificio Magda','Via Prospero Petroni 32 70121 Bari','080 5242207',?,?,Panifici,null,3.5,3
https://www.yelp.it/biz/braceria-signorile-bari,'Braceria Signorile','Via Giulio Petroni 12 70124 Bari','080 5426105',?,?,'Cucina italiana',3,4,2
https://www.yelp.it/biz/borgo-antico-bari,'Borgo Antico','Via Venezia 41 70122 Bari',null,?,?,'Cucina italiana',2,4,2
https://www.yelp.it/biz/mastro-ciccio-di-mastrandrea-fabio-bari,'Mastro Ciccio Di Mastrandrea Fabio','Via De Rossi 133 70122 Bari','080 5243151',?,?,'Pizzerie; Fast food',2,3.5,2
https://www.yelp.it/biz/mcdonalds-bari-3,McDonald’s,'Via Sparano da Bari 157 70121 Bari','080 5283038',?,?,'Fast food; Hamburger',2,3,3
https://www.yelp.it/biz/terra-di-mezzo-di-polignano-davide-bari,'Terra Di Mezzo Di Polignano Davide','Via Vito Nicola Di Tullio 14 70124 Bari','080 5573692',?,?,Pizzerie,2,4,2
https://www.yelp.it/biz/sandrino-bari,Sandrino,'Via Prospero Petroni 44 70121 Bari','080 5214699',?,?,'Dolci; Caffè; Gelaterie',2,4,1
https://www.yelp.it/biz/pizzeria-tarantini-al-cancello-rotto-bari,'Pizzeria Tarantini AL Cancello Rotto','Via Giulio Petroni 114B 70124 Bari','080 5025352',?,?,Pizzerie,2,3.5,3
https://www.yelp.it/biz/pizzeria-aladino-bari,'Pizzeria Aladino','Via Papa Giovanni Paolo I 6 70124 Bari','080 5026350',?,?,Pizzerie,1,4,1
https://www.yelp.it/biz/bar-peroni-bari,'Bar Peroni','Situato dentro Aeroporto Internazionale Karol Wojtyla',null,?,?,Caffè,null,3.5,2
https://www.yelp.it/biz/moderat-bari,Moderat,'Corso Vittorio Emanuele II 97 70122 Bari','342 8080319',?,?,'Cucina italiana; Piatti a base di pesce; Cocktail bar',2,4,1
https://www.yelp.it/biz/osteria-della-travi-bari,'Osteria della Travi','Largo Ignazio Chiurlia 12 70100 Bari','339 1578848',?,?,'Piatti a base di pesce; Cucina italiana; Cucina mediterranea',3,3,2
https://www.yelp.it/biz/basilica-di-san-nicola-bari,'Basilica di San Nicola','Largo Abate Elia 13 70122 Bari','080 5737111',?,?,'Monumenti/Luoghi storici e d interesse',null,4,1
'https://www.yelp.it/biz/caff\%C3\%A8-borghese-bari','Caffè Borghese','Corso Vittorio Emanuele 122 70122 Bari','080 5242156',?,?,Colazioni/Brunch,1,4,1
https://www.yelp.it/biz/i-tesori-bari,'I Tesori','Via Andrea da Bari 79 70121 Bari',null,?,?,'Dolci; Sale da tè; Caffè/Tè',4,4,1
https://www.yelp.it/biz/la-parrilla-de-juan-bari,'La Parrilla De Juan','Piazza Mercantile 1 70122 Bari',null,?,?,'Cucina messicana',null,4,1
https://www.yelp.it/biz/la-baita-bari,'La Baita','Via Meucci 70125 Bari',null,?,?,Creperie,null,4,1
https://www.yelp.it/biz/the-stuart-pub-bari,'The Stuart Pub','Via Dalmazia 173 70121 Bari','080 5559590',?,?,Pub,2,4,1
https://www.yelp.it/biz/dipierro-caffetteria-bari,'Dipierro Caffetteria','Vielle Q. Ennio 1 70124 Bari','329 9222043',?,?,Panini/Sandwich,null,4,1
https://www.yelp.it/biz/bar-cavour-55-bari,'Bar Cavour 55','Via sparano 143 Bari','080 5230454',?,?,Pub,3,4,1
https://www.yelp.it/biz/tiella-bari,Tiella,'Via Salvatore Cognetti 13 70121 Bari','080 5236960',?,?,'Pizzerie; Cucina pugliese',2,4,1
https://www.yelp.it/biz/da-nathalie-bari,'Da Nathalie','Via Fanelli 206 70125 Bari','080 5648866',?,?,Pizzerie,2,4,1
https://www.yelp.it/biz/my-sushi-bari,'My Sushi','Via De Rossi 62 70122 Bari','080 5282230',?,?,'Sushi bar',2,4,1
https://www.yelp.it/biz/il-trabaccolo-bari,'il trabaccolo','vico s. agostino 4 70021 Bari',null,?,?,Pub,null,4,1
'https://www.yelp.it/biz/stanza-caff\%C3\%A8-bari','Stanza Caffè','Via Pier l Eremita 19 70122 Bari','080 9147879',?,?,'Caffè; Panifici; Wine bar',1,4,1
https://www.yelp.it/biz/shot-pub-bari,'shot pub','via de napoli Bari',null,?,?,Pub,null,4,1
https://www.yelp.it/biz/factory-bari,Factory,'Via Milella 30 70132 Bari','080 2375446',?,?,'Pub; Panini/Sandwich',2,4,1
https://www.yelp.it/biz/pizzeria-pizzabon-bari,'Pizzeria Pizzabon','Via Leopoldo Franchetti 1 70125 Bari','080 5475754',?,?,Pizzerie,null,2.5,2
https://www.yelp.it/biz/pizzeria-al-buco-bari,'Pizzeria Al Buco','Via Nitto de Rossi 2A 70123 Bari','080 5740113',?,?,Pizzerie,null,3,2
https://www.yelp.it/biz/pizzeria-chez-jo-bari,'Pizzeria Chez JO','Viale Luigi Einaudi 69 70125 Bari','080 5484836',?,?,Pizzerie,3,3,2
https://www.yelp.it/biz/alberosole-bari,Alberosole,'Corso Vittorio Emanuele 13 98030 Bari','080 5235446',?,?,'Cucina italiana',3,3.5,2
https://www.yelp.it/biz/pizzeria-continental-pizzorante-bari-2,'Pizzeria Continental Pizzorante','Corso Cavour 186 70121 Bari','080 5247277',?,?,Pizzerie,2,3.5,3
https://www.yelp.it/biz/panificio-el-focacciaro-bari,'Panificio El Focacciaro','Via Cognetti 43 70100 Bari','080 5540998',?,?,Panifici,2,4,1
https://www.yelp.it/biz/el-pedro-di-graziosi-michele-bari,'EL Pedro di Graziosi Michele','Via Niccolo  Piccinni 152 70122 Bari','080 5211294',?,?,'Cucina italiana',2,4,1
https://www.yelp.it/biz/maltos-beer-bari,'Malto’s Beer','Via Aurelio Carrante 1 70124 Bari','080 2021106',?,?,'Pizzerie; Barbecue; Birreria',null,3,1
https://www.yelp.it/biz/mercato-del-pesce-bari,'Mercato del pesce',Bari,null,?,?,'Piatti a base di pesce',null,3,1
https://www.yelp.it/biz/al-sorso-preferito-bari,'Al Sorso Preferito','De Nicolo 46 70121 Bari','080 5235747',?,?,'Cucina italiana',null,3,1
https://www.yelp.it/biz/cafe-rock-bari,'Cafe Rock','Piazza Giulio Cesare 30 70124 Bari','080 5576983',?,?,Caffè,null,3,1
https://www.yelp.it/biz/le-tre-lanterne-bari,'Le Tre Lanterne','Viale Orazio Flacco 22A 70124 Bari','080 5616246',?,?,'Cucina italiana',null,4,1
'https://www.yelp.it/biz/caf\%C3\%A9-murat-bari','Café Murat','Via Argiro 86 70121 Bari','080 2049109',?,?,Caffè,null,3,1
https://www.yelp.it/biz/oolivoo-bari,Oolivoo,'Via Venezia 13 70056 Bari',null,?,?,'Cucina pugliese',2,3,1
https://www.yelp.it/biz/pizzeria-bianco-farina-bari,'Pizzeria Bianco Farina','Corso Vittorio Emanuele 81 70122 Bari','080 5215515',?,?,Pizzerie,2,3,1
https://www.yelp.it/biz/la-pignata-bari,'La Pignata','Corso Vittorio Emanuele II 173 70122 Bari','080 5232481',?,?,'Cucina italiana',3,4,1
https://www.yelp.it/biz/gelateria-piccinni-bari,'Gelateria Piccinni','Via Nicolò Piccinni 131 70122 Bari','328 9537788',?,?,'Gelaterie; Senza glutine; Dolci',2,3,1
https://www.yelp.it/biz/timeout-bari,Timeout,'Via Giuseppe Fanelli 285 70125 Bari','389 6954338',?,?,'Friggitorie; Pub; Panini/Sandwich',1,3,1
https://www.yelp.it/biz/taiki-bari,Taiki,'Via Cardinale Agostino Ciasca 25 70124 Bari','080 5681000',?,?,'Cucina giapponese; Sushi bar; Zuppe',3,3,1
https://www.yelp.it/biz/stazione-servizio-erg-bari,'Stazione Servizio Erg','Strada Provinciale 54 Bari',null,?,?,Mense,1,3,1
https://www.yelp.it/biz/la-provolina-bari,'La Provolina','Lungomare Giambattista Starita 19 70123 Bari','080 5347593',?,?,'Cucina italiana',null,4,2
https://www.yelp.it/biz/la-locanda-bari,'La Locanda','Piazza Mercantile 63 70122 Bari','080 5227705',?,?,'Cucina italiana',2,4,3
https://www.yelp.it/biz/nuovo-fizzarotti-bari,'Nuovo Fizzarotti','Corso Vittorio Emanuele Ii 168 70122 Bari',null,?,?,'Cucina italiana',2,4.5,2
https://www.yelp.it/biz/le-due-antenne-bari,'Le Due Antenne','Via Giustino Fortunato 10 70125 Bari','080 5010039',?,?,Pizzerie,1,3,2
https://www.yelp.it/biz/younger-pub-bari,'Younger Pub','Corso Benedetto Croce 80 70125 Bari','339 3192275',?,?,'Cucina italiana; Pub',null,2,1
https://www.yelp.it/biz/pizzeria-pizza-e-altro-bari,'Pizzeria Pizza e Altro','Via Antonio Salandra 9A 70124 Bari','080 5428587',?,?,'Pizzerie; Cucina pugliese',2,3,1
https://www.yelp.it/biz/conchigliabar-bari,Conchigliabar,'Via Gimma Abate 39 70122 Bari','080 5242876',?,?,'Caffè; Panini/Sandwich',null,2,1
https://www.yelp.it/biz/re-vittorio-bari,'Re Vittorio','Corso Vittorio Emanuele II 87 70122 Bari',null,?,?,Yogurterie,null,2,1
https://www.yelp.it/biz/cult-bari,Cult,'Piazza Mercantile 69 70122 Bari',null,?,?,'Cucina italiana',null,2,1
https://www.yelp.it/biz/hamp-bari,Hamp,'Corso Vittorio Emanuele II 92 70122 Bari','360 1063191',?,?,'Cucina pugliese; Hamburger',null,2,1
https://www.yelp.it/biz/cinese-fang-xiang-bari,'Cinese Fang Xiang','Via Orazio Flacco 7 70124 Bari','080 5617802',?,?,'Cucina cinese',1,4,2
https://www.yelp.it/biz/pizzeria-antipasteria-bistro-bari,'Pizzeria Antipasteria Bistro','Via Alighieri Dante 293 70122 Bari','080 5739772',?,?,'Pizzerie; Bistrot',2,5,1
https://www.yelp.it/biz/tatami-bari,Tatami,'Via G Posca 7 70124 Bari','080 2025770',?,?,'Cucina giapponese; Sushi bar; Cucina fusion asiatica',3,5,1
https://www.yelp.it/biz/urban-bari,Urban,'Via Nicolai 10 70122 Bari','080 5210203',?,?,'Cucina italiana; Cucina mediterranea',1,5,1
https://www.yelp.it/biz/spaghetteria-70cento-bari,'Spaghetteria 70Cento','Via Abate Gimma 164 70122 Bari','080 9186804',?,?,'Pizzerie; Piatti a base di pesce; Cucina italiana',1,5,1
'https://www.yelp.it/biz/caff\%C3\%A8-latino-bari-2','Caffè Latino','Via Gaetano Postiglione 1 70126 Bari','080 5534971',?,?,'Bar; Caffè; Caffè/Tè',2,5,1
https://www.yelp.it/biz/pizzeria-la-tana-bari,'Pizzeria la Tana','Via G.Amendola 29 70126 Bari','080 2205593',?,?,Pizzerie,null,5,1
https://www.yelp.it/biz/tabit-bari,Tabit,'Via Ottavio Serena 39 70126 Bari','080 5588191',?,?,'Pizzerie; Cucina vegana',2,5,1
https://www.yelp.it/biz/colorado-caffe-bari,'Colorado Caffe','Via Filippo Turati 22 70125 Bari','080 2374279',?,?,Bar,1,5,1
https://www.yelp.it/biz/bar-tolesco-antonio-bari,'Bar Tolesco Antonio','Via Michele Garruba 17 Bari','080 5216642',?,?,'Caffè; Caffè/Tè',null,5,1
https://www.yelp.it/biz/grill-burger-house-bari,'Grill Burger House','Corso Vittorio Emanuele II 41 70122 Bari','377 9817806',?,?,'Hamburger; Birreria',2,5,1
https://www.yelp.it/biz/la-pupetta-bari,'La Pupetta','Via Benedetto Cairoli 25 70122 Bari','080 5210216',?,?,Panifici,2,5,1
https://www.yelp.it/biz/il-sedile-bari,'Il Sedile','Piazza Mercantile 84 70122 Bari',null,?,?,'Pizzerie; Cucina italiana; Insalate',1,5,1
https://www.yelp.it/biz/prosepe-pasticceri-valenzano,'Prosepe Pasticceri','Via Vittorio Alfieri 42 70010 Valenzano','080 8492075',?,?,Yogurterie,null,5,1
'https://www.yelp.it/biz/nd\%C3\%A8rre-a-la-lanze-bari','NDèrre a la lanze','Situato dentro Aeroporto Internazionale Karol Wojtyla',null,?,?,'Cucina pugliese',null,2,1
https://www.yelp.it/biz/le-veronique-bari-2,'Le Veronique','Via Samuel F Hahnemann 4 70126 Bari','080 5461822',?,?,'Bar; Brasserie; Pizzerie',3,5,1
https://www.yelp.it/biz/bar-miramare-bari,'Bar Miramare','Via Leopardi Torre a Mare 54 70126 Bari','080 5430252',?,?,Caffè,2,5,1
https://www.yelp.it/biz/morelli-antonio-modugno,'Morelli / Antonio','Via Palese 12 70026 Modugno','080 5323071',?,?,Panifici,null,5,1
https://www.yelp.it/biz/momo-bari,Momo’,'Corso Vittorio Emanuele II 25-87 70122 Bari',null,?,?,'Lounge bar; Gastropub',2,4,1
https://www.yelp.it/biz/pizza-bon-bari,'Pizza Bon','via franchetti 70125 Bari',null,?,?,'Pizzerie; Cucina italiana',null,4,1
https://www.yelp.it/biz/givaro-c-bari,'Givaro’ C.','Via Gaetano Salvemini 16 70125 Bari','080 5024856',?,?,Gelaterie,null,4,1
https://www.yelp.it/biz/al-cantuccio-bari,'Al Cantuccio','Via Forze Armate 42 70126 Bari','080 5530058',?,?,Pizzerie,null,4,1
https://www.yelp.it/biz/pizzeria-osteria-dal-vassallo-bari,'Pizzeria Osteria Dal Vassallo','Via Salvatore Cognetti 13 70121 Bari','080 5236960',?,?,Pizzerie,2,4,1
https://www.yelp.it/biz/antica-osteria-cairoli-bari,'Antica Osteria Cairoli','Via Benedetto Cairoli 77 70122 Bari','080 5243554',?,?,'Caffè; Caffè/Tè',2,4,1
https://www.yelp.it/biz/la-braciola-bari,'La Braciola','Via Dante Alighieri 198 70122 Bari','080 5214122',?,?,'Cucina italiana',null,4,1
https://www.yelp.it/biz/biancofarina-bari,Biancofarina,'Corso Vittorio Emanuele II 81 70121 Bari','080 5215515',?,?,'Pizzerie; Cucina italiana',null,4,1
https://www.yelp.it/biz/le-mura-bari,'Le Mura','Via Venezia 33 70122 Bari','080 5212376',?,?,Bar,2,4,1
https://www.yelp.it/biz/la-battigia-di-schiralli-antonio-bari,'La Battigia di Schiralli Antonio','Via di Crollalanza 1 70121 Bari','080 5240022',?,?,'Cucina italiana',2,5,1
https://www.yelp.it/biz/gulp-bari,Gulp,'Via Enrico Pappacena 4G 70124 Bari','080 9758460',?,?,'Wine bar; Norcinerie; Birreria',2,4,1
https://www.yelp.it/biz/le-lupin-dei-f-lli-zambetta-bari,'LE Lupin dei F.lli Zambetta','Via Amendola 145 A/B 70126 Bari','080 2205730',?,?,Pizzerie,2,4,1
https://www.yelp.it/biz/babayaga-bari,Babayaga,'Largo di Santo Spirito Cristoforo Colombo Bari',null,?,?,'Caffè; Gelaterie; Caffè/Tè',1,1,1
'https://www.yelp.it/biz/pizzeria-dreher-dregh\%C3\%A8r-bari','Pizzeria Dreher dreghèr','Strada Palazzo dell Intendenza 20-43 70122 Bari',null,?,?,Caffè,1,5,1
https://www.yelp.it/biz/pizzeria-d-autore-bari,'Pizzeria D’autore','Via Alessandro Maria Calefati 199 70122 Bari','080 5230726',?,?,Pizzerie,null,5,1
https://www.yelp.it/biz/al-paradise-palese,'Al Paradise','Lungomare Saverio Noviello 70128 Palese','080 5306607',?,?,'Pizzerie; Piatti a base di pesce; Cucina italiana',3,5,1
https://www.yelp.it/biz/terra-di-mezzo-bari,'Terra di Mezzo','Via Giovanni Amendola 133 70126 Bari','080 5573692',?,?,Pub,2,3,1
https://www.yelp.it/biz/pizzeria-enzo-bari,'Pizzeria Enzo','Via Nizza 22 70126 Bari','080 5425743',?,?,Pizzerie,2,3,1
https://www.yelp.it/biz/caffeteria-federico-ii-bari,'Caffeteria Federico II','Piazza Federico II di Svevia 85 70122 Bari','080 5213173',?,?,Caffetteria,null,5,1
https://www.yelp.it/biz/grotta-azzurra-bari,'Grotta Azzurra','Corso Vittorio Emanuele II 187 70122 Bari','080 5230397',?,?,'Cucina italiana',2,5,1
https://www.yelp.it/biz/al-raffaello-bari,'Al Raffaello','Via Principe Amedeo 224 70122 Bari','347 5313764',?,?,'Cucina pugliese; Barbecue; Cucina mediterranea',2,2,1
https://www.yelp.it/biz/le-plus-bon-bari,'Le Plus Bon','Via Giuseppe Pavoncelli 135 70125 Bari','080 5026332',?,?,Pizzerie,1,4,1
https://www.yelp.it/biz/al-pescatore-bari,'Al Pescatore','Piazza Federico II di Svevia 8 70122 Bari','080 5237039',?,?,'Cucina pugliese',4,1,2
